index,Link,Lamp Type,Voltage [V],Rated Power [W],Socket Type,Item number,Manufacturer,EAN number,Condition,Compatibility
1,https://www.autodoc.co.uk/magneti-marelli/1823825,W5W,24,5,"W2,1x9,5d",3922100000,MAGNETI MARELLI,8001063279329,New,"MERCEDES-BENZ: MERCEDES-BENZ Vario Minibus (Year of Construction 09.1996 - ...), MERCEDES-BENZ Vario Box Body / Estate (Year of Construction 09.1996 - ...), MERCEDES-BENZ Vario Dumptruck (Year of Construction 09.1996 - ...), MERCEDES-BENZ Vario Platform / Chassis (Year of Construction 09.1996 - ...), MERCEDES-BENZ Vario Cab with engine (Year of Construction 09.1996 - ...) | MERCEDES-BENZ: MERCEDES-BENZ ATEGO (Year of Construction 01.1998 - 10.2004), MERCEDES-BENZ AXOR (Year of Construction 11.2001 - 12.2005), MERCEDES-BENZ ACTROS MP2 / MP3 (Year of Construction 10.2002 - ...), MERCEDES-BENZ ATEGO 2 (Year of Construction 01.2004 - ...), MERCEDES-BENZ AXOR 2 (Year of Construction 10.2004 - ...), MERCEDES-BENZ ZETROS (Year of Construction 09.2008 - ...), MERCEDES-BENZ ACTROS MP4 / MP5 (Year of Construction 07.2011 - ...)"
2,https://www.autodoc.co.uk/magneti-marelli/7975891,P21W,24,21,BA15s,8561100000,MAGNETI MARELLI,8001063304373,New,"MERCEDES-BENZ: MERCEDES-BENZ T1 Platform/Chassis (W602) (Year of Construction 01.1977 - 02.1996), MERCEDES-BENZ Citaro (O 530) (Year of Construction 01.1998 - ...), MERCEDES-BENZ T2/LN1 Minibus (Year of Construction 07.1987 - 12.1992), MERCEDES-BENZ T2/LN1 Box Body / Estate (Year of Construction 04.1986 - 12.1994), MERCEDES-BENZ T2/LN1 Dumptruck (Year of Construction 04.1986 - 12.1994), MERCEDES-BENZ T2/LN1 Platform/Chassis (Year of Construction 04.1986 - 12.1994), MERCEDES-BENZ T2/LN1 Cab with engine (Year of Construction 04.1986 - 12.1994), MERCEDES-BENZ T1/TN Box Body / Estate (Year of Construction 07.1981 - 06.1995), MERCEDES-BENZ T1/TN Platform/Chassis (Year of Construction 07.1981 - 06.1995), MERCEDES-BENZ Vario Minibus (Year of Construction 09.1996 - ...), MERCEDES-BENZ Vario Box Body / Estate (Year of Construction 09.1996 - ...), MERCEDES-BENZ Vario Dumptruck (Year of Construction 09.1996 - ...), MERCEDES-BENZ Vario Platform / Chassis (Year of Construction 09.1996 - ...), MERCEDES-BENZ Vario Cab with engine (Year of Construction 09.1996 - ...) | MERCEDES-BENZ: MERCEDES-BENZ ACTROS (Year of Construction 04.1996 - ...), MERCEDES-BENZ ATEGO (Year of Construction 01.1998 - 10.2004), MERCEDES-BENZ LP (Year of Construction 09.1963 - ...), MERCEDES-BENZ LK/LN2 (Year of Construction 01.1984 - 12.2011), MERCEDES-BENZ MK (Year of Construction 12.1987 - 12.2005), MERCEDES-BENZ SK (Year of Construction 07.1987 - ...), MERCEDES-BENZ T2/L (Year of Construction 01.1972 - ...), MERCEDES-BENZ NG (Year of Construction 08.1973 - 03.1998), MERCEDES-BENZ ECONIC (Year of Construction 01.1998 - ...), MERCEDES-BENZ UNIMOG (Year of Construction 01.1955 - ...), MERCEDES-BENZ AXOR (Year of Construction 11.2001 - 12.2005), MERCEDES-BENZ ACTROS MP2 / MP3 (Year of Construction 10.2002 - ...), MERCEDES-BENZ ATEGO 2 (Year of Construction 01.2004 - ...), MERCEDES-BENZ AXOR 2 (Year of Construction 10.2004 - ...), MERCEDES-BENZ ZETROS (Year of Construction 09.2008 - ...), MERCEDES-BENZ ACTROS MP4 / MP5 (Year of Construction 07.2011 - ...) | VOLVO: VOLVO FLC (Year of Construction 09.1996 - 09.2000), VOLVO FH 12 (Year of Construction 08.1993 - ...), VOLVO FM 7 (Year of Construction 08.1998 - 12.2001), VOLVO FH 16 (Year of Construction 08.1993 - ...), VOLVO FM 12 (Year of Construction 08.1998 - 09.2005), VOLVO FL 6 (Year of Construction 09.1985 - 03.2000), VOLVO FL 10 (Year of Construction 09.1985 - 09.1998), VOLVO FL 7 (Year of Construction 09.1985 - 09.1998), VOLVO FL 12 (Year of Construction 09.1995 - 09.1998), VOLVO F 10 (Year of Construction 08.1977 - 12.1994), VOLVO F 12 (Year of Construction 08.1977 - 12.1994), VOLVO F 16 (Year of Construction 01.1988 - 12.1994), VOLVO F 4 (Year of Construction 09.1975 - 02.1986), VOLVO F 6 (Year of Construction 03.1975 - 10.1986), VOLVO FL 4 (Year of Construction 02.1986 - 10.1989), VOLVO NH 12 (Year of Construction 01.1998 - ...), VOLVO FS 7 (Year of Construction 09.1994 - 03.1996), VOLVO FM 10 (Year of Construction 04.1999 - 09.2003), VOLVO FM 9 (Year of Construction 12.2001 - 09.2005), VOLVO N 10 (Year of Construction 01.1973 - 12.1998), VOLVO N 7 (Year of Construction 01.1973 - 09.1980), VOLVO FL (Year of Construction 03.2000 - ...), VOLVO FM (Year of Construction 09.2005 - ...), VOLVO FE (Year of Construction 05.2006 - ...), VOLVO FL II (Year of Construction 05.2006 - ...), VOLVO FMX (Year of Construction 04.2010 - ...) | VW: VW L 80 (Year of Construction 07.1995 - 12.2000)"
3,https://www.autodoc.co.uk/magneti-marelli/1823827,R10W,12,10,BA15s,4008100000,MAGNETI MARELLI,8001063279343,New,"AUDI: AUDI A3 Hatchback (8P1) (Year of Construction 05.2003 - 08.2012) | FIAT: FIAT Punto II Hatchback (188) (Year of Construction 09.1999 - 07.2012), FIAT Croma II Estate (194) (Year of Construction 06.2005 - ...), FIAT 500 Hatchback (312) (Year of Construction 10.2007 - ...) | SEAT: SEAT Altea (5P1) (Year of Construction 03.2004 - ...), SEAT Ibiza IV Hatchback (6J5, 6P1) (Year of Construction 03.2008 - 12.2017)"
4,https://www.autodoc.co.uk/magneti-marelli/7699536,T4W,12,4,BA9s,2893100000,MAGNETI MARELLI,8001063279251,New,"AUDI: AUDI 80 B4 Saloon (8C2) (Year of Construction 09.1991 - 12.1994), AUDI 80 B4 Avant (8C5) (Year of Construction 09.1991 - 01.1996), AUDI 100 C3 Saloon (44, 44Q) (Year of Construction 08.1982 - 07.1991), AUDI 100 C4 Saloon (4A2) (Year of Construction 12.1990 - 07.1994), AUDI 80 B2 (81, 85) (Year of Construction 08.1978 - 12.1986), AUDI 100 C3 Avant (44, 44Q) (Year of Construction 08.1982 - 11.1990), AUDI 80 B3 (89, 89Q, 8A) (Year of Construction 06.1986 - 10.1991), AUDI 100 C4 Avant (4A5) (Year of Construction 12.1990 - 07.1994), AUDI 90 B2 (81, 85) (Year of Construction 08.1984 - 03.1987), AUDI 90 B3 (89, 89Q, 8A) (Year of Construction 04.1987 - 09.1991), AUDI 200 C3 Saloon (44, 44Q) (Year of Construction 06.1983 - 12.1991), AUDI Coupe B2 (81, 85) (Year of Construction 07.1980 - 10.1988), AUDI Coupe B3 (89, 8B) (Year of Construction 10.1988 - 12.1996), AUDI A4 B5 Saloon (8D2) (Year of Construction 11.1994 - 09.2001), AUDI A6 C4 Saloon (4A2) (Year of Construction 06.1994 - 10.1997), AUDI Cabriolet B4 (8G7) (Year of Construction 05.1991 - 08.2000), AUDI V8 (441, 442, 4C2, 4C8) (Year of Construction 10.1988 - 02.1994), AUDI A6 C4 Avant (4A5) (Year of Construction 06.1994 - 12.1997), AUDI A4 B5 Avant (8D5) (Year of Construction 11.1994 - 09.2001), AUDI A3 Sportback (8PA) (Year of Construction 09.2004 - 03.2013) | BMW: BMW 3 Saloon (E30) (Year of Construction 09.1982 - 03.1992), BMW 3 Touring (E30) (Year of Construction 07.1987 - 10.1994), BMW 3 Convertible (E30) (Year of Construction 12.1985 - 10.1993), BMW 5 Saloon (E28) (Year of Construction 06.1980 - 12.1987), BMW 6 Coupe (E24) (Year of Construction 10.1975 - 04.1989), BMW 7 (E23) (Year of Construction 05.1977 - 04.1988) | FORD: FORD Escort Mk3 Hatchback (GAA) (Year of Construction 09.1980 - 07.1986), FORD Escort Mk3 Estate (AWA) (Year of Construction 09.1980 - 12.1985), FORD Escort Mk5 Hatchback (AAL, ABL) (Year of Construction 06.1989 - 12.1992), FORD Capri III (GECP) (Year of Construction 01.1978 - 04.1987) | MERCEDES-BENZ: MERCEDES-BENZ W124 Coupe (C124) (Year of Construction 03.1987 - 05.1993), MERCEDES-BENZ W124 Saloon (W124) (Year of Construction 12.1984 - 08.1993), MERCEDES-BENZ W124 Estate (S124) (Year of Construction 09.1985 - 07.1993), MERCEDES-BENZ 190 (W201) (Year of Construction 10.1982 - 08.1993), MERCEDES-BENZ G-Class Off-Road (W460) (Year of Construction 03.1979 - 08.1993), MERCEDES-BENZ G-Class Off-Road (W463) (Year of Construction 09.1989 - ...), MERCEDES-BENZ W124 Convertible (A124) (Year of Construction 09.1991 - 06.1993), MERCEDES-BENZ E-Class Saloon (W124) (Year of Construction 02.1993 - 06.1996), MERCEDES-BENZ E-Class T-modell (S124) (Year of Construction 06.1993 - 06.1996), MERCEDES-BENZ MB 100 Minibus (W631) (Year of Construction 02.1988 - 04.1996), MERCEDES-BENZ T1 Minibus (W602) (Year of Construction 04.1977 - 02.1996), MERCEDES-BENZ G-Class Off-Road Cabrio (W463) (Year of Construction 09.1989 - ...), MERCEDES-BENZ MB 100 Van (W631) (Year of Construction 02.1988 - 04.1996), MERCEDES-BENZ E-Class Coupe (C124) (Year of Construction 06.1993 - 06.1997), MERCEDES-BENZ E-Class Convertible (A124) (Year of Construction 05.1993 - 03.1998), MERCEDES-BENZ G-Class Off-Road (W461) (Year of Construction 09.1989 - ...), MERCEDES-BENZ MB 100 Platform/Chassis (W631) (Year of Construction 02.1988 - 02.1996), MERCEDES-BENZ O309 Minibus (Year of Construction 01.1968 - 02.1989) | PEUGEOT: PEUGEOT 306 Hatchback (Year of Construction 01.1993 - 10.2003), PEUGEOT 306 Convertible (Year of Construction 01.1994 - 04.2002), PEUGEOT 306 Saloon (Year of Construction 04.1993 - 10.2003), PEUGEOT 405 II Estate (4E) (Year of Construction 08.1992 - 10.1998), PEUGEOT 405 II Saloon (4B) (Year of Construction 01.1992 - 11.1999), PEUGEOT Boxer Minibus (230) (Year of Construction 03.1994 - 04.2002), PEUGEOT 605 Saloon (Year of Construction 06.1989 - 09.1999), PEUGEOT Boxer Van (230) (Year of Construction 03.1994 - 06.2003), PEUGEOT 309 II Hatchback (Year of Construction 07.1989 - 12.1993), PEUGEOT Boxer Platform / Chassis (230) (Year of Construction 03.1994 - 04.2002), PEUGEOT 205 F Van (Year of Construction 03.1994 - 05.1997) | RENAULT: RENAULT 11 Hatchback (Year of Construction 03.1983 - 09.1995), RENAULT 18 Saloon (Year of Construction 04.1978 - 11.1994), RENAULT 25 Hatchback (Year of Construction 04.1984 - 12.1993), RENAULT 9 Saloon (L42_) (Year of Construction 09.1981 - 02.1997), RENAULT Laguna II Hatchback (BG) (Year of Construction 03.2001 - 12.2007), RENAULT Laguna II Sport Tourer (KG) (Year of Construction 03.2001 - 12.2007), RENAULT Trafic II Minibus (JL) (Year of Construction 03.2001 - ...), RENAULT Trafic II Van (FL) (Year of Construction 03.2001 - ...), RENAULT Vel Satis Hatchback (Year of Construction 06.2002 - ...), RENAULT Espace IV (JK) (Year of Construction 11.2002 - ...), RENAULT Trafic II Platform/Chassis (EL) (Year of Construction 03.2001 - ...) | TOYOTA: TOYOTA Corolla Verso (AR10) (Year of Construction 03.2004 - 04.2009) | VAUXHALL: VAUXHALL Combo Mk1 (B) Van (S93) (Year of Construction 07.1994 - 10.2001), VAUXHALL VX220 Convertible (E01) (Year of Construction 09.2000 - 07.2005), VAUXHALL Vivaro Minibus (J7) (Year of Construction 08.2001 - 07.2014), VAUXHALL Vivaro Van (X83) (Year of Construction 08.2001 - 07.2014), VAUXHALL Vivaro Platform / Chassis (X83) (Year of Construction 04.2003 - 07.2014) | VOLVO: VOLVO 940 I Saloon (944) (Year of Construction 08.1990 - 03.1995), VOLVO 940 II Saloon (944) (Year of Construction 08.1994 - 12.1998), VOLVO 940 II Estate (945) (Year of Construction 08.1994 - 10.1998), VOLVO 960 I Saloon (964) (Year of Construction 08.1990 - 07.1994), VOLVO 960 II Saloon (964) (Year of Construction 07.1994 - 12.1996), VOLVO 960 II Estate (965) (Year of Construction 07.1994 - 12.1996), VOLVO 960 I Estate (965) (Year of Construction 08.1990 - 07.1994), VOLVO 460 L (464) (Year of Construction 09.1988 - 12.1996), VOLVO S40 I (VS, 644) (Year of Construction 07.1995 - 12.2004), VOLVO V40 Estate (VW, 645) (Year of Construction 07.1995 - 06.2004), VOLVO 440 K (445) (Year of Construction 08.1988 - 12.1996), VOLVO 940 I Estate (945) (Year of Construction 08.1990 - 10.1995)"
5,https://www.autodoc.co.uk/magneti-marelli/14452218,,12,2,BA9s,3922300000,MAGNETI MARELLI,8001063842455,New,
6,https://www.autodoc.co.uk/magneti-marelli/7528660,W5W,12,5,"W2,1x9,5d",3921100000,MAGNETI MARELLI,8001063279312,New,"AUDI: AUDI A4 B6/B7 Convertible (8H7, 8HE) (Year of Construction 04.2002 - 03.2009), AUDI A4 B7 Saloon (8EC) (Year of Construction 11.2004 - 06.2008), AUDI A4 B7 Avant (8ED) (Year of Construction 11.2004 - 06.2008), AUDI TT Coupe (8J3) (Year of Construction 08.2006 - 06.2014), AUDI TT Roadster (8J9) (Year of Construction 03.2007 - 06.2014) | BMW: BMW 5 Saloon (E34) (Year of Construction 12.1987 - 11.1995), BMW 3 Coupe (E46) (Year of Construction 02.1999 - 07.2006), BMW 3 Convertible (E46) (Year of Construction 04.2000 - 12.2007), BMW X3 (E83) (Year of Construction 01.2003 - 12.2011), BMW 3 Saloon (E90) (Year of Construction 02.2004 - 12.2011), BMW 3 Coupe (E92) (Year of Construction 01.2005 - 12.2013), BMW 3 Convertible (E93) (Year of Construction 05.2006 - 12.2013) | CITROEN: CITROËN C6 Saloon (Year of Construction 09.2005 - 12.2012), CITROËN Nemo Van (Year of Construction 02.2008 - ...), CITROËN Nemo Estate (Year of Construction 04.2009 - ...) | FORD: FORD Fiesta Mk5 Hatchback (JH1, JD1, JH3, JD3) (Year of Construction 11.2001 - 03.2010), FORD Tourneo Connect Mk1 (Year of Construction 06.2002 - 12.2013), FORD Transit Connect Mk1 Van (Year of Construction 06.2002 - ...), FORD Transit Mk6 Minibus (V347, V348) (Year of Construction 04.2006 - 12.2014), FORD Transit Mk6 Van (V347, V348) (Year of Construction 04.2006 - 12.2014), FORD Transit Mk6 Caja / Chasis (V347, V348) (Year of Construction 04.2006 - 08.2014), FORD Fiesta Mk5 Van (Year of Construction 10.2003 - 12.2010), FORD KA Hatchback (RU8) (Year of Construction 10.2008 - 05.2016), FORD KA Hatchback (Year of Construction 01.2008 - ...) | HONDA: HONDA Civic VII Hatchback (EU, EP, EV) (Year of Construction 03.1999 - 02.2006), HONDA Civic VII Saloon (ES, ET) (Year of Construction 10.2000 - 04.2006), HONDA Civic VIII Hatchback (FN, FK) (Year of Construction 09.2005 - ...), HONDA Civic VIII Saloon (FD, FA) (Year of Construction 09.2005 - ...) | MERCEDES-BENZ: MERCEDES-BENZ SL Convertible (R230) (Year of Construction 10.2001 - 01.2012), MERCEDES-BENZ A-Class (W169) (Year of Construction 09.2004 - 06.2012), MERCEDES-BENZ B-Class (W245) (Year of Construction 03.2005 - 11.2011), MERCEDES-BENZ S-Class Saloon (W221) (Year of Construction 09.2005 - 12.2013), MERCEDES-BENZ S-Class Coupe (C216) (Year of Construction 05.2006 - 12.2013), MERCEDES-BENZ C-Class Saloon (W204) (Year of Construction 01.2007 - 01.2014), MERCEDES-BENZ C-Class T-modell (S204) (Year of Construction 08.2007 - 08.2014), MERCEDES-BENZ CLC (CL203) (Year of Construction 05.2008 - 06.2011) | PEUGEOT: PEUGEOT 307 Hatchback (3A/C) (Year of Construction 08.2000 - 12.2012), PEUGEOT 307 SW (3H) (Year of Construction 03.2002 - 12.2009), PEUGEOT 307 CC (3B) (Year of Construction 10.2003 - 06.2009), PEUGEOT 307 Estate (3E) (Year of Construction 03.2002 - 12.2009), PEUGEOT Bipper Van (Year of Construction 02.2008 - ...), PEUGEOT Bipper Tepee (Year of Construction 04.2008 - ...) | RENAULT: RENAULT Megane II Hatchback (BM, CM) (Year of Construction 07.2001 - 10.2012), RENAULT Megane II Coupé-Cabriolet (EM) (Year of Construction 09.2003 - 03.2010), RENAULT Megane II Saloon (LM) (Year of Construction 09.2003 - ...), RENAULT Megane II Sport Tourer (KM) (Year of Construction 08.2003 - 08.2012), RENAULT Megane III Hatchback (BZ0/1) (Year of Construction 11.2008 - ...), RENAULT Megane III Coupe (DZ) (Year of Construction 11.2008 - ...), RENAULT Megane III Grandtour (KZ) (Year of Construction 11.2008 - ...), RENAULT Megane CC (EZ) (Year of Construction 06.2010 - ...)"
